,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,year,month
0,6.5,2023-08-16 12:47:00,7,4,green,0,657,us,114,7.177,25.0,mww,192.955,-13.8814,167.158,2023,8
1,6.5,2023-07-19 00:22:00,8,6,yellow,0,775,us,92,0.679,40.0,mww,69.727,12.814,-88.1265,2023,7
2,6.6,2023-07-17 03:05:00,7,5,green,0,899,us,70,1.634,28.0,mww,171.371,-38.1911,-70.3731,2023,7
3,7.2,2023-07-16 06:48:00,6,6,green,1,860,us,173,0.907,36.0,mww,32.571,54.3844,-160.699,2023,7
4,7.3,2023-07-16 06:48:00,0,5,unknown,1,820,at,79,0.879451,172.8,Mi,21.0,54.49,-160.796,2023,7
5,6.6,2023-07-10 20:28:00,5,4,green,1,802,us,95,2.454,37.0,mww,10.0,20.0196,-61.0955,2023,7
6,6.9,2023-07-02 10:27:00,4,4,green,1,741,us,136,1.179,23.0,mww,229.0,-17.853,-174.937,2023,7
7,7.2,2023-06-15 18:06:00,8,6,green,1,804,us,85,2.59,24.0,mww,167.404,-22.9824,-177.208,2023,6
8,6.6,2023-05-25 03:05:00,6,6,green,1,733,us,50,2.163,129.0,mww,10.0,8.8894,-77.1231,2023,5
9,7.1,2023-05-20 01:51:00,3,4,green,1,777,us,98,2.812,56.0,mww,35.981,-23.0622,170.456,2023,5
10,7.7,2023-05-19 02:57:00,5,4,green,1,927,us,277,3.111,15.0,mww,18.027,-23.2286,170.694,2023,5
11,7.6,2023-05-10 16:02:00,8,6,green,1,907,us,111,3.631,17.0,mww,210.097,-15.6002,-174.608,2023,5
12,6.6,2023-04-28 03:13:00,0,2,green,0,670,us,52,5.123,50.0,mww,598.467,-25.2657,178.424,2023,4
13,7.1,2023-04-24 20:00:00,9,7,green,0,838,us,70,2.282,58.0,mww,15.462,-0.781,98.5339,2023,4
14,7.1,2023-04-24 00:41:00,8,7,green,1,777,us,126,0.708,23.0,mww,43.063,-30.0249,-177.897,2023,4
15,6.7,2023-04-18 04:31:00,0,3,green,1,691,us,166,4.719,10.0,mww,595.854,-22.2844,179.391,2023,4
16,7.0,2023-04-14 09:55:00,5,3,green,0,818,us,131,1.881,31.0,mww,594.028,-6.0255,112.033,2023,4
17,6.5,2023-04-03 03:06:00,7,6,yellow,1,655,us,104,0.266,30.0,mww,105.631,52.7772,158.484,2023,4
18,7.0,2023-04-02 18:04:00,7,7,green,1,781,us,105,6.45,31.0,mww,62.603,-4.2924,143.155,2023,4
19,6.5,2023-03-22 16:00:00,4,4,green,0,656,us,97,1.622,33.0,mww,209.976,-23.4797,-66.5108,2023,3
20,6.5,2023-03-21 16:47:00,7,5,green,0,1350,us,134,2.53,13.0,mww,187.589,36.5227,70.9787,2023,3
21,6.8,2023-03-18 17:12:00,9,7,orange,1,1159,us,152,0.709,28.0,mww,65.842,-2.851,-79.8001,2023,3
22,7.0,2023-03-16 00:56:00,8,5,green,1,756,us,116,1.789,22.0,mww,22.065,-30.1147,-176.112,2023,3
23,6.9,2023-03-04 06:41:00,5,5,green,1,735,us,108,0.784,18.0,mww,205.681,-29.4748,-178.787,2023,3
24,6.5,2023-03-02 18:04:00,7,6,green,1,653,us,66,5.483,45.0,mww,10.0,-15.3597,166.385,2023,3
25,6.5,2023-03-01 05:36:00,4,2,green,1,652,us,115,2.739,20.0,mww,598.925,-4.8138,149.487,2023,3
26,6.8,2023-02-23 00:37:00,9,7,green,0,737,us,128,1.783,20.0,mww,20.522,38.0726,73.2077,2023,2
27,7.5,2023-02-06 10:24:00,9,9,orange,0,1411,us,135,0.85,17.0,mww,10.0,38.0235,37.203,2023,2
28,6.7,2023-02-06 01:28:00,9,8,yellow,0,800,us,108,0.218,44.0,mww,14.497,37.4135,36.8306,2023,2
29,7.8,2023-02-06 01:17:00,9,9,red,0,2910,us,118,1.919,32.0,mww,17.925,37.2012,36.9997,2023,2
30,6.8,2023-01-20 22:09:00,4,3,green,0,718,us,60,5.129,61.0,mww,610.671,-26.7209,-63.0394,2023,1
31,7.0,2023-01-18 06:06:00,3,5,green,1,756,us,130,1.974,17.0,mwc,28.566,2.7401,127.051,2023,1
32,7.6,2023-01-09 17:47:00,5,7,green,0,957,us,114,1.575,21.0,mww,105.249,-7.0852,130.039,2023,1
33,7.0,2023-01-08 12:32:00,8,7,green,1,768,us,116,6.096,36.0,mww,29.0,-14.9383,166.878,2023,1
34,6.8,2022-12-04 19:24:00,5,5,green,1,720,us,152,2.587,26.0,mww,38.0,-15.3983,-172.968,2022,12
35,7.0,2022-11-22 02:03:00,8,7,green,1,768,us,117,0.509,17.0,mww,14.0,-9.7963,159.596,2022,11
36,6.9,2022-11-18 13:37:00,4,4,green,0,735,us,99,2.229,34.0,mww,25.0,-4.9559,100.738,2022,11
37,7.0,2022-11-12 07:09:00,3,3,green,1,755,us,147,3.125,18.0,mww,579.0,-20.0508,-178.346,2022,11
38,7.3,2022-11-11 10:48:00,5,5,green,1,833,us,149,1.865,21.0,mww,37.0,-19.2918,-172.129,2022,11
39,6.6,2022-11-09 10:14:00,0,2,green,1,670,us,131,4.998,27.0,mww,624.464,-25.5948,178.278,2022,11
40,7.0,2022-11-09 09:51:00,4,3,green,1,755,us,142,4.578,26.0,mwb,660.0,-26.0442,178.381,2022,11
41,6.8,2022-11-09 09:38:00,1,3,green,1,711,us,136,4.678,22.0,mww,630.379,-25.9678,178.363,2022,11
42,6.7,2022-10-20 11:57:00,7,6,green,1,797,us,145,1.151,37.0,mww,20.0,7.6712,-82.3396,2022,10
43,6.8,2022-09-22 06:16:00,8,7,yellow,1,1179,us,175,2.137,92.0,mww,20.0,18.33,-102.913,2022,9
44,7.6,2022-09-19 18:05:00,9,8,yellow,1,1799,us,271,1.153,69.0,mww,26.943,18.3667,-103.252,2022,9
45,6.9,2022-09-18 06:44:00,9,9,yellow,1,887,us,215,0.401,34.0,mww,10.0,23.1444,121.307,2022,9
46,6.5,2022-09-17 13:41:00,7,7,green,1,756,us,178,0.43,54.0,mww,10.0,23.029,121.348,2022,9
47,7.0,2022-09-14 11:04:00,7,5,green,1,761,us,192,2.977,45.0,mww,137.0,-21.2077,170.239,2022,9
48,7.6,2022-09-10 23:47:00,8,8,yellow,1,965,us,272,3.158,12.0,mww,116.0,-6.2237,146.471,2022,9
49,6.6,2022-09-05 04:52:00,9,8,orange,0,1043,us,141,8.454,34.0,mww,12.0,29.7263,102.279,2022,9
50,6.6,2022-08-14 13:44:00,7,6,green,1,672,us,68,5.293,34.0,mww,30.0,-32.6922,-178.959,2022,8
51,7.0,2022-07-27 00:43:00,9,8,yellow,1,1351,us,152,5.276,22.0,mww,33.729,17.5978,120.809,2022,7
52,6.5,2022-06-08 00:55:00,3,2,green,0,653,us,236,1.999,31.0,mww,622.73,-9.0618,-71.1647,2022,6
53,7.2,2022-05-26 12:02:00,7,5,green,1,876,us,144,2.494,40.0,mww,236.0,-14.8628,-70.3081,2022,5
54,6.9,2022-05-19 10:13:00,2,5,green,1,733,us,127,0.371,45.0,mww,10.0,-54.1325,159.027,2022,5
55,6.8,2022-05-10 23:06:00,6,5,green,1,762,us,162,1.505,30.0,mww,220.0,-23.6141,-66.7236,2022,5
56,6.6,2022-04-21 07:42:00,6,5,green,1,762,us,0,0.914,94.0,mww,27.0,11.5538,-86.9919,2022,4
57,7.0,2022-03-31 05:44:00,6,4,green,1,763,us,0,2.705,26.0,mww,10.0,-22.5732,170.349,2022,3
58,6.9,2022-03-30 20:56:00,6,4,green,1,738,us,0,2.697,42.0,mww,10.0,-22.72,170.277,2022,3
59,6.7,2022-03-22 17:41:00,8,7,green,1,806,us,0,0.289,32.0,mww,24.0,23.3421,121.636,2022,3
60,7.3,2022-03-16 14:36:00,9,8,red,1,2397,us,0,2.936,29.0,mww,41.0,37.7015,141.587,2022,3
61,6.7,2022-03-13 21:09:00,9,6,green,0,708,us,0,2.188,43.0,mww,28.0,-0.6831,98.6034,2022,3
62,6.6,2022-03-02 12:52:00,2,7,green,1,670,us,0,0.827,46.0,mww,24.0,-30.0528,-177.74,2022,3
63,6.8,2022-02-16 20:21:00,2,3,green,1,712,us,0,5.78,12.0,mww,535.0,-23.7852,-179.968,2022,2
64,6.5,2022-02-03 15:58:00,8,6,green,0,690,us,0,3.026,22.0,mww,110.0,-4.455,-76.9395,2022,2
65,6.5,2022-01-29 02:46:00,7,4,green,1,651,us,0,1.088,57.0,mww,8.0,-29.535,-176.729,2022,1
66,6.6,2022-01-14 09:05:00,8,6,green,0,785,us,0,2.418,22.0,mww,33.0,-6.9291,105.251,2022,1
67,6.5,2022-01-11 12:39:00,0,3,unknown,1,650,at,97,1.61607,108.0,Mi,37.0,52.502,-168.08,2022,1
68,6.5,2022-01-11 12:39:00,0,3,unknown,1,650,pt,23,0.0,208.8,Mi,37.0,52.502,-168.08,2022,1
69,6.6,2022-01-11 12:39:00,8,5,green,1,674,us,0,0.507,49.0,mww,19.0,52.6252,-168.15,2022,1
70,6.7,2022-01-11 11:35:00,0,4,unknown,1,691,at,50,0.936943,126.0,Mi,33.0,52.48,-167.736,2022,1
71,6.7,2022-01-11 11:35:00,0,4,unknown,1,691,pt,20,0.0,205.2,Mi,33.0,52.48,-167.736,2022,1
72,6.8,2022-01-11 11:35:00,7,6,green,1,730,us,0,0.92,61.0,mww,20.0,52.6563,-167.917,2022,1
73,6.6,2022-01-11 01:07:00,6,6,green,0,976,us,0,1.168,21.0,mww,21.0,35.1456,31.9095,2022,1
74,6.6,2022-01-07 17:45:00,9,8,orange,0,1012,us,0,2.685,13.0,mww,13.0,37.8167,101.299,2022,1
75,7.3,2021-12-29 18:25:00,8,7,green,0,921,us,0,3.713,19.0,mww,165.49,-7.5924,127.581,2021,12
76,7.3,2021-12-14 03:20:00,9,5,green,1,854,us,0,1.025,32.0,mww,14.27,-7.6033,122.2,2021,12
77,7.5,2021-11-28 10:52:00,8,8,yellow,1,1094,us,0,4.951,40.0,mww,126.0,-4.4898,-76.8461,2021,11
78,6.6,2021-11-10 15:45:00,7,4,green,1,688,us,0,3.259,15.0,mww,12.0,23.5414,126.48,2021,11
79,6.9,2021-10-11 09:10:00,8,6,green,1,995,ak,0,0.0,0.0,mww,51.6,56.2581,-156.492,2021,10
80,6.9,2021-10-09 10:58:00,4,3,green,1,740,us,0,4.778,31.0,mww,535.0,-21.1704,174.54,2021,10
81,7.3,2021-10-02 06:29:00,4,4,green,1,826,us,0,4.493,32.0,mww,527.0,-21.1036,174.895,2021,10
82,6.5,2021-09-22 09:57:00,7,5,green,1,684,us,0,0.993,114.0,mww,21.0,12.1598,-87.8542,2021,9
83,7.0,2021-09-08 01:47:00,8,8,red,1,2504,us,0,0.07,43.0,mww,20.0,16.9502,-99.7877,2021,9
84,7.1,2021-08-22 21:33:00,1,4,green,1,776,us,0,9.799,32.0,mww,6.0,-60.3026,-24.9992,2021,8
85,6.6,2021-08-22 00:45:00,1,3,green,1,670,us,0,8.865,19.0,mww,7.0,-60.1023,-24.4608,2021,8
86,6.9,2021-08-18 10:10:00,8,7,green,1,741,us,0,0.579,54.0,mww,93.0,-14.892,167.085,2021,8
87,6.9,2021-08-16 11:10:00,6,4,green,1,734,us,0,8.363,48.0,mww,16.7,-58.3814,-23.3318,2021,8
88,7.2,2021-08-14 12:29:00,9,8,red,1,2331,us,0,1.178,23.0,mww,10.0,18.3521,-73.4804,2021,8
89,6.9,2021-08-14 11:57:00,5,4,green,1,738,ak,0,0.0,0.0,mww,33.3,55.2364,-157.707,2021,8
90,6.9,2021-08-14 11:57:00,5,4,green,1,738,us,0,1.173,36.0,mww,20.74,55.2657,-157.68,2021,8
91,8.1,2021-08-12 18:35:00,0,7,green,0,1009,us,0,7.463,78.0,mww,22.79,-58.4157,-25.3206,2021,8
92,7.5,2021-08-12 18:32:00,9,6,green,1,868,us,0,7.227,38.0,mww,47.23,-57.5959,-25.1874,2021,8
93,7.1,2021-08-11 17:46:00,9,7,green,1,846,us,0,1.273,25.0,mww,55.14,6.4547,126.742,2021,8
94,8.2,2021-07-29 06:15:00,8,6,green,1,1237,us,0,0.875,66.0,mww,46.66,55.4742,-157.917,2021,7
95,8.2,2021-07-29 06:15:00,8,7,yellow,1,1252,ak,0,0.0,0.0,mww,35.0,55.3154,-157.829,2021,7
96,6.7,2021-07-23 20:48:00,8,5,green,1,935,us,0,8.139,12.0,mww,110.0,13.6989,120.713,2021,7
97,6.7,2021-07-21 21:15:00,6,6,green,1,830,us,0,1.395,61.0,mww,10.0,7.5904,-82.8813,2021,7
98,6.5,2021-06-20 17:05:00,0,4,green,1,650,us,0,7.994,24.0,mww,25.0,-30.2144,-177.773,2021,6
99,6.5,2021-05-21 22:13:00,5,7,green,1,652,us,0,4.518,44.0,mww,10.0,-16.4796,-177.356,2021,5
100,7.3,2021-05-21 18:04:00,9,9,orange,0,1025,us,0,4.655,9.0,mww,10.0,34.5861,98.2551,2021,5
101,6.7,2021-05-14 06:33:00,8,4,green,0,698,us,0,1.487,37.0,mww,11.0,0.1684,96.6475,2021,5
102,6.7,2021-05-12 14:05:00,9,3,green,0,694,us,0,10.669,45.0,mww,10.0,-17.2495,66.3745,2021,5
103,6.9,2021-05-01 01:27:00,7,6,green,1,919,us,0,2.619,35.0,mww,43.0,38.2296,141.665,2021,5
104,6.5,2021-04-25 22:28:00,4,4,green,0,651,us,0,5.931,20.0,mww,246.0,-21.6857,-177.064,2021,4
105,6.5,2021-04-24 00:23:00,6,4,green,0,652,us,0,10.405,19.0,mww,301.0,-18.9204,-176.235,2021,4
106,7.0,2021-03-20 09:09:00,7,7,yellow,1,1052,us,0,2.378,35.0,mww,43.0,38.4752,141.607,2021,3
107,6.6,2021-03-16 18:38:00,5,5,green,1,672,us,0,3.183,18.0,mww,13.23,54.7018,163.208,2021,3
108,6.5,2021-03-04 23:12:00,0,4,green,0,650,us,0,11.764,25.0,mwb,24.0,-28.4792,-176.619,2021,3
109,8.1,2021-03-04 19:28:00,9,8,green,1,1021,us,0,0.739,21.0,mww,28.93,-29.7466,-177.224,2021,3
110,7.4,2021-03-04 17:41:00,3,7,green,1,843,us,0,0.437,30.0,mww,43.0,-29.6131,-177.842,2021,3
111,7.3,2021-03-04 13:27:00,7,6,green,1,932,us,0,0.918,24.0,mww,10.0,-37.596,179.544,2021,3
112,7.1,2021-02-13 14:07:00,9,8,orange,1,1612,us,0,3.085,11.0,mww,43.98,37.6856,141.992,2021,2
113,7.7,2021-02-10 13:19:00,9,4,green,1,918,us,0,7.989,15.0,mww,10.0,-23.2787,171.489,2021,2
114,6.9,2021-01-23 23:36:00,9,5,green,1,739,us,0,1.55,16.0,mww,15.0,-61.8484,-55.559,2021,1
115,7.0,2021-01-21 12:23:00,7,5,green,1,802,us,0,2.821,15.0,mww,80.0,5.0074,127.517,2021,1
116,6.7,2021-01-11 21:32:00,8,8,green,0,776,us,0,2.043,22.0,mww,10.0,51.2407,100.443,2021,1
117,6.7,2020-12-27 21:39:00,5,5,green,1,776,us,0,1.319,19.0,mww,10.0,-39.3264,-74.9067,2020,12
118,7.0,2020-10-30 11:51:00,8,7,orange,0,1527,us,0,1.518,18.0,mww,21.0,37.8973,26.7953,2020,10
119,7.6,2020-10-19 20:54:00,9,7,yellow,1,1165,us,0,0.23,36.0,mww,28.37,54.662,-159.675,2020,10
120,6.9,2020-09-18 21:43:00,0,3,green,1,732,us,0,11.255,16.0,mww,10.0,0.9604,-26.8332,2020,9
121,6.5,2020-09-01 21:09:00,6,6,green,0,674,us,0,0.388,49.0,mww,16.0,-27.9285,-71.3937,2020,9
122,6.8,2020-09-01 04:09:00,6,7,green,1,824,us,0,0.312,69.0,mww,21.0,-28.013,-71.1958,2020,9
123,6.5,2020-08-30 21:20:00,4,5,green,0,651,us,0,15.394,31.0,mww,10.0,0.8696,-29.7046,2020,8
124,6.9,2020-08-21 04:09:00,4,3,green,0,749,us,0,2.267,20.0,mww,624.0,-6.6704,123.493,2020,8
125,6.9,2020-08-18 22:29:00,4,4,green,0,735,us,0,1.716,25.0,mww,26.0,-4.2791,101.215,2020,8
126,6.8,2020-08-18 22:23:00,5,4,green,0,716,us,0,1.816,34.0,mww,22.0,-4.3724,101.095,2020,8
127,6.6,2020-08-18 00:03:00,9,8,yellow,1,784,us,0,5.128,14.0,mww,10.0,12.0065,124.13,2020,8
128,7.8,2020-07-22 06:12:00,9,7,green,1,1111,us,0,0.621,60.0,mww,28.0,55.1079,-158.477,2020,7
129,7.0,2020-07-17 02:50:00,6,7,green,1,820,us,0,1.671,18.0,mww,73.0,-7.847,147.755,2020,7
130,6.6,2020-07-06 22:54:00,4,2,green,0,684,us,0,1.458,14.0,mww,533.76,-5.6368,110.678,2020,7
131,7.4,2020-06-23 15:29:00,8,8,orange,1,1494,us,0,0.151,30.0,mww,20.0,15.9163,-95.9533,2020,6
132,7.4,2020-06-18 12:49:00,7,7,green,1,873,us,0,4.035,23.0,mww,10.0,-33.2938,-177.838,2020,6
133,6.6,2020-06-13 15:51:00,5,4,green,1,734,us,0,2.015,18.0,mww,165.0,28.9386,128.262,2020,6
134,6.8,2020-06-03 07:35:00,6,6,green,1,835,us,0,1.164,21.0,mww,112.0,-23.2966,-68.4204,2020,6
135,6.5,2020-05-15 11:03:00,7,8,green,0,1320,nn,27,0.357,55.79,ml,2.7,38.1689,-117.85,2020,5
136,6.6,2020-05-12 22:41:00,4,6,green,1,671,us,0,3.403,12.0,mww,107.0,-12.0662,166.648,2020,5
137,6.8,2020-05-06 13:53:00,4,6,green,0,738,us,0,1.921,16.0,mww,96.0,-6.7762,129.785,2020,5
138,6.5,2020-05-02 12:51:00,7,6,green,0,678,us,0,1.293,19.0,mww,10.0,34.1818,25.7101,2020,5
139,6.5,2020-03-31 23:52:00,8,8,green,0,1410,us,0,0.885,31.0,mww,12.06,44.4646,-115.118,2020,3
140,7.5,2020-03-25 02:49:00,6,5,green,1,879,us,0,4.109,12.0,mww,57.8,48.9638,157.695,2020,3
141,7.0,2020-02-13 10:33:00,5,6,yellow,1,770,us,0,4.501,25.0,mww,143.0,45.6161,148.959,2020,2
142,7.7,2020-01-28 19:10:00,9,6,yellow,1,1812,us,0,1.657,26.0,mww,14.86,19.4193,-78.756,2020,1
143,6.7,2020-01-24 17:55:00,8,9,orange,0,1247,us,0,0.87,49.0,mww,10.0,38.4312,39.0609,2020,1
144,6.8,2019-12-15 06:11:00,9,7,yellow,1,825,us,0,0.546,39.0,mww,18.0,6.6969,125.174,2019,12
145,7.1,2019-11-14 16:17:00,6,6,green,1,799,us,0,1.271,11.0,mww,33.0,1.6213,126.416,2019,11
146,6.5,2019-11-08 10:44:00,0,2,green,0,650,us,0,4.765,25.0,mww,577.0,-21.9449,-179.511,2019,11
147,6.6,2019-11-04 22:43:00,4,4,green,1,673,us,0,5.086,48.0,mww,10.0,-18.5747,-175.272,2019,11
148,6.5,2019-10-31 01:11:00,9,7,green,1,733,us,0,0.428,19.0,mww,10.0,6.9098,125.178,2019,10
149,6.6,2019-10-29 01:04:00,9,7,yellow,1,780,us,0,0.646,24.0,mww,15.0,6.7567,125.008,2019,10
150,6.7,2019-09-29 15:57:00,7,6,green,1,844,us,0,1.269,98.0,mww,11.0,-35.4758,-73.163,2019,9
151,6.5,2019-09-25 23:46:00,7,7,yellow,1,656,us,0,3.909,15.0,mww,12.26,-3.4528,128.37,2019,9
152,6.6,2019-09-01 15:54:00,2,3,unknown,1,671,us,0,4.121,19.0,mww,591.0,-20.3641,-178.57,2019,9
153,6.6,2019-08-27 23:55:00,0,4,green,1,670,us,0,12.896,19.0,mww,16.0,-60.2152,-26.5801,2019,8
154,6.9,2019-08-02 12:03:00,4,6,green,0,875,us,0,2.839,23.0,mww,49.0,-7.2822,104.791,2019,8
155,6.8,2019-08-01 18:28:00,6,6,green,1,947,us,0,0.817,35.0,mww,25.0,-34.2364,-72.3102,2019,8
156,6.6,2019-07-31 15:02:00,0,4,green,1,670,us,0,6.024,30.0,mww,181.0,-16.1985,167.998,2019,7
157,7.2,2019-07-14 09:10:00,7,7,green,1,809,us,0,1.504,38.0,mww,18.98,-0.5858,128.034,2019,7
158,6.6,2019-07-14 05:39:00,5,5,green,0,791,us,0,2.978,32.0,mww,10.0,-18.2242,120.358,2019,7
159,6.9,2019-07-07 15:08:00,7,5,green,0,747,us,0,1.205,21.0,mww,35.0,0.5126,126.189,2019,7
160,7.1,2019-07-06 03:19:00,9,9,yellow,0,1646,ci,77,0.04616,43.0,mw,8.0,35.7695,-117.599,2019,7
161,7.3,2019-06-24 02:53:00,4,6,green,1,952,us,0,2.629,16.0,mww,212.0,-6.4078,129.169,2019,6
162,7.3,2019-06-15 22:55:00,8,6,green,1,830,us,0,1.402,11.0,mww,46.0,-30.6441,-178.1,2019,6
163,6.6,2019-05-30 09:03:00,7,6,yellow,1,886,us,0,1.193,22.0,mww,57.92,13.1994,-89.3056,2019,5
164,8.0,2019-05-26 07:41:00,9,8,orange,1,1890,us,0,3.18,17.0,mww,122.57,-5.8119,-75.2697,2019,5
165,7.6,2019-05-14 12:58:00,7,7,green,1,929,us,0,0.453,16.0,mww,10.0,-4.051,152.597,2019,5
166,7.1,2019-05-06 21:19:00,7,6,yellow,1,826,us,0,2.514,16.0,mww,146.0,-6.9746,146.449,2019,5
167,6.8,2019-04-12 11:40:00,5,6,green,1,717,us,0,0.791,28.0,mww,15.46,-1.8146,122.58,2019,4
168,6.5,2019-04-09 17:53:00,0,5,green,1,650,us,0,7.568,18.0,mww,38.0,-58.6262,-25.304,2019,4
169,7.0,2019-03-01 08:50:00,7,4,green,1,869,us,0,2.501,42.0,mww,267.0,-14.7131,-70.1546,2019,3
170,7.5,2019-02-22 10:17:00,7,7,yellow,1,1145,us,0,2.045,15.0,mww,145.0,-2.1862,-77.0505,2019,2
171,6.7,2019-02-01 16:14:00,6,6,yellow,1,909,us,0,0.289,43.0,mww,66.0,14.6802,-92.4527,2019,2
172,6.7,2019-01-22 19:01:00,0,3,green,0,691,us,0,7.527,17.0,mww,13.0,-43.1219,42.3568,2019,1
173,6.7,2019-01-20 01:32:00,8,8,orange,1,1600,us,0,0.173,22.0,mww,63.0,-30.0404,-71.3815,2019,1
174,6.6,2019-01-15 18:06:00,5,4,green,1,671,us,0,7.818,18.0,mww,35.0,-13.336,166.875,2019,1
175,6.6,2019-01-06 17:27:00,2,4,green,1,672,us,0,1.596,33.0,mww,43.21,2.258,126.758,2019,1
176,6.8,2019-01-05 19:25:00,3,3,green,0,715,us,0,1.181,16.0,mww,570.41,-8.144,-71.587,2019,1
177,7.0,2018-12-29 03:39:00,5,5,green,1,803,us,0,1.769,21.0,mww,60.21,5.8983,126.921,2018,12
178,7.3,2018-12-20 17:01:00,3,7,green,1,822,us,0,4.126,23.0,mww,16.56,55.0999,164.699,2018,12
179,7.1,2018-12-11 02:26:00,0,5,green,1,776,us,0,7.043,20.0,mww,133.0,-58.5446,-26.3856,2018,12
180,6.6,2018-12-05 06:43:00,0,4,green,1,670,us,0,2.679,31.0,mww,10.0,-22.0629,169.733,2018,12
181,7.5,2018-12-05 04:18:00,3,6,green,1,871,us,0,2.405,18.0,mww,10.0,-21.9496,169.427,2018,12
182,7.1,2018-11-30 17:29:00,8,8,orange,1,1790,ak,0,0.0,0.0,mw,46.7,61.3464,-149.955,2018,11
183,6.8,2018-11-18 20:25:00,0,3,green,1,711,us,0,2.879,39.0,mww,540.0,-17.8735,-178.927,2018,11
184,6.7,2018-11-09 01:49:00,3,4,green,1,693,us,0,7.853,19.0,mww,10.0,71.6312,-11.2431,2018,11
185,6.8,2018-10-25 22:54:00,8,7,yellow,0,954,us,0,2.268,15.0,mww,14.0,37.5203,20.5565,2018,10
186,6.5,2018-10-22 06:22:00,2,4,green,0,655,us,0,1.692,68.0,mww,10.0,49.297,-129.724,2018,10
187,6.8,2018-10-22 06:16:00,4,4,green,1,776,us,0,1.505,36.0,mww,10.0,49.3346,-129.289,2018,10
188,6.5,2018-10-22 05:39:00,3,4,green,1,669,us,0,1.611,63.0,mww,10.0,49.2586,-129.412,2018,10
189,6.5,2018-10-16 01:03:00,0,4,green,1,650,us,0,2.109,22.0,mww,17.0,-21.7427,169.522,2018,10
190,6.7,2018-10-13 11:10:00,0,3,green,1,691,us,0,2.705,17.0,mww,461.0,52.8549,153.243,2018,10
191,6.5,2018-10-10 23:16:00,0,4,green,1,650,us,0,3.923,14.0,mww,20.0,49.2902,156.297,2018,10
192,7.0,2018-10-10 20:48:00,6,6,green,1,758,us,0,1.778,18.0,mww,39.0,-5.7012,151.205,2018,10
193,6.7,2018-09-30 10:52:00,2,3,green,1,691,us,0,3.745,23.0,mww,550.0,-18.3604,-178.063,2018,9
194,7.5,2018-09-28 10:02:00,8,8,red,0,2026,us,0,1.649,13.0,mww,20.0,-0.2559,119.846,2018,9
195,6.5,2018-09-16 21:11:00,4,1,green,0,651,us,0,5.139,18.0,mww,576.0,-25.415,178.199,2018,9
196,6.9,2018-09-10 04:19:00,3,4,green,0,735,us,0,2.785,18.0,mww,115.0,-31.7447,-179.373,2018,9
197,6.5,2018-09-09 19:31:00,3,6,green,1,651,us,0,1.638,25.0,mww,68.0,-10.0207,161.503,2018,9
198,7.9,2018-09-06 15:49:00,7,4,green,1,979,us,0,1.431,12.0,mww,670.81,-18.4743,179.35,2018,9
199,6.6,2018-09-05 18:07:00,8,9,orange,1,1075,us,0,1.13,32.0,mww,35.0,42.6861,141.929,2018,9
200,7.1,2018-08-29 03:51:00,2,5,green,1,776,us,0,2.548,23.0,mww,21.43,-22.0295,170.126,2018,8
201,7.1,2018-08-24 09:04:00,0,3,green,0,776,us,0,3.77,12.0,mww,630.0,-11.0355,-70.8284,2018,8
202,6.5,2018-08-21 22:32:00,6,7,green,1,652,us,0,4.797,10.0,mww,9.0,-16.0315,168.143,2018,8
203,7.3,2018-08-21 21:31:00,8,6,yellow,1,1570,us,0,1.822,15.0,mww,146.82,10.7731,-62.9019,2018,8
204,6.9,2018-08-19 14:56:00,7,7,green,0,1206,us,0,2.453,31.0,mww,21.0,-8.319,116.627,2018,8
205,8.2,2018-08-19 00:19:00,5,4,green,1,1050,us,0,3.63,13.0,mww,600.0,-18.1125,-178.153,2018,8
206,6.5,2018-08-17 15:35:00,5,3,green,0,743,us,0,2.719,23.0,mww,529.0,-7.3718,119.802,2018,8
207,6.5,2018-08-15 21:56:00,6,6,green,1,655,us,0,0.576,22.0,mww,33.93,51.4234,-178.026,2018,8
208,6.9,2018-08-05 11:46:00,9,8,orange,0,1704,us,0,2.271,15.0,mww,34.0,-8.2581,116.438,2018,8
209,6.9,2018-05-04 22:32:00,7,8,yellow,1,1392,hv,63,0.11,210.0,mw,5.81,19.3182,-155.0,2018,5
210,6.8,2018-04-02 13:40:00,5,3,green,0,733,us,0,5.32,16.0,mww,559.0,-20.6588,-63.0058,2018,4
211,6.9,2018-03-29 21:25:00,9,6,green,1,741,us,0,1.487,18.0,mww,35.0,-5.5321,151.5,2018,3
212,6.7,2018-03-26 09:51:00,5,6,green,1,696,us,0,1.507,15.0,mww,40.0,-5.5024,151.402,2018,3
213,6.8,2018-03-08 17:39:00,6,6,green,1,719,us,0,1.049,16.0,mww,22.86,-4.3762,153.2,2018,3
214,6.7,2018-03-06 14:13:00,8,7,green,1,697,us,0,5.457,19.0,mww,20.49,-6.3043,142.612,2018,3
215,7.5,2018-02-25 17:44:00,9,8,yellow,1,943,us,0,5.48,17.0,mww,25.21,-6.0699,142.754,2018,2
216,7.2,2018-02-16 23:39:00,7,7,yellow,1,1384,us,0,0.142,82.0,mww,22.0,16.3855,-97.9787,2018,2
217,7.9,2018-01-23 09:31:00,9,4,green,1,1870,us,0,2.585,30.0,mww,14.06,56.0039,-149.166,2018,1
